RecordNo,Author,Year,LatinName,CommonName,Class,StudyPop,GroupID_global,GroupID_fitness_component,Origin,Sex,Age,FitnessProxy,FitnessDetails,FitnessMeasured,Behaviour,BehavCoding,BehavDetails,LevelBehav,LevelFit,Level_GroupID,NInd,Nobs,Analysis,df,dfeff,r_direct,r_method,sign,SignReversed,r,Zr,F,U,chi2,t,z,p,r2,CohenD,estimate,L95CI,U95CI,se,sd,OR,HR,a,Source,SuppMat/Data,Checked,Conditions,Comments,
306,Murphy,1994,Ovis aries,merino sheep ,Mammalia,Australia,6a,6a,d,f,a,repro,offspring survival,art,stress,continuous,movements and vocalisations measured when completely enclosed in a box,phenotypic,phenotypic,0,39,,Least squared ANOVA,,,1,direct,neg,1,-0.05,,,,,,,,,,,,,,,,,,Table 2,0,1,,"Did not extract TIME or temperament as the first one is difficult to interpret and we are lacking a scale for the second, too subjective. Of the 3 types of mortalities given for lambs (at 48h, at tailing, at 3 months before weaning) I chose 3 months before weaning. Also no p values given",
307,Sarno,1999,Lama guanicoe,guanaco,Mammalia,Chile,5a,5a,w,f,a,repro,offspring survival,nat,aggression,categorical,maternal aggression towards researchers,phenotypic,phenotypic,0,23,295,Cox proportional hazards model,,,0,d to r,neg,1,-0.1254,,,,,,,0.226,,-0.252862629,-0.325,,,0.268,1.285282848,,,,Table 3,0,1,,switched sign so that aggression becomes docility,
308,Shackleton,2005,Teleogryllus commodus,field cricket,Insecta,Australia,4a,4a,w,m,a,repro,number of matings,art,aggression,continuous,"males ranked for fighting ability in blocks of randomly selected males, only top and bottom ranked males used in analyses",phenotypic,phenotypic,0,34,34,LLR,,,0,mean SD,pos,1,0.1769,,,,,,,,,0.3594,,,,,,,,,text p5,0,1,,"used mean and sd (6.33 +- 2.45, n=34 and 5.56 +- 2.16, n = 34)",
308,Shackleton,2005,Teleogryllus commodus,field cricket,Insecta,Australia,4a,4a,w,m,a,repro,number of matings,art,courtship,continuous,males ranked for latency to attract a female for copulation,phenotypic,phenotypic,0,64,64,LLR,,,0,mean SD,pos,1,0.4049,,,,,,,,,,,,,,,,,,text p5,0,1,,repeatability measured using Kendall's W,
308,Shackleton,2005,Teleogryllus commodus,field cricket,Insecta,Australia,4a,4a,w,m,a,survival,lifespan,art,courtship,continuous,males ranked for latency to attract a female for copulation,among,phenotypic,0,60,60,MCMC glmm,,,1,moiron,neg,1,,-0.312,,,,,,,,,,,,-0.577,,,,,moiron et al,0,1,,,
309,Spritzer,2005,Microtus pennsylvanicus,meadow vole,Mammalia,USA,3a,3a,w,m,a,repro,frequency of female visit,art,aggression,continuous,attack on conspecific per trial,phenotypic,phenotypic,0,14,,paired t test,27,,0,Eq 1,neg,1,-0.1798,,,,,0.95,,0.35,,,,,,,,,,,Table 2,0,1,,"Used eq 1 for paired t test. Determined signed based on Fig 2 and 3. Mate choice is used here as a proxy for fitness, but it says in the text that very few copulations were observed.  Aggressive males had less female visits",
309,Spritzer,2005,Microtus pennsylvanicus,meadow vole,Mammalia,USA,3a,3a,w,m,a,repro,duration of female visit,art,aggression,continuous,attack on conspecific per trial,phenotypic,phenotypic,0,14,,paired t test,27,,0,Eq 1,neg,1,-0.0919,,,,,0.48,,0.63,,,,,,,,,,,Table 2,0,1,,"Used eq 1 for paired t test. Determined signed based on Fig 2 and 3. Mate choice is used here as a proxy for fitness, but it says in the text that very few copulations were observed. Aggressive males were visited for shorter period of times by females",
311,Wielebnowski,1999,Acynonyx jubatus,cheetah,Mammalia,USA,2a,2a,l,b,a,repro,breeders vs non-breeders,art,stress,continuous,"PCA: high loading for tense, fearful, insecure, less curious",phenotypic,phenotypic,0,44,44,Mann-Whitney,,,0,mean SD,neg,1,-0.6395,,,,,,,,,-1.6635,,,,,,,,,Table 6,0,1,,"treatment (breeders) mean =-0.46, SD =0.07, N=25,  control (non-breeders) mean=0.6, SD= 0.97, N=19",behaviours defined in table 1
311,Wielebnowski,1999,Acynonyx jubatus,cheetah,Mammalia,USA,2a,2a,l,b,a,repro,breeders vs non-breeders,art,activity,continuous,"PCA: high loading for vocal excitable, playful, active",phenotypic,phenotypic,0,44,44,Mann-Whitney,,,0,mean SD,neg,1,-0.1582,,,,,,,,,-0.3204,,,,,,,,,Table 6,0,1,,"treatment (breeders) mean =-0.14, SD =0.99, N=25,  control (non-breeders) mean=0.18, SD= 1.01, N=19. This behaviour was defined as ""Excitable"" : overreacts to changes in the environment. so changed it to stress",behaviours defined in table 1
311,Wielebnowski,1999,Acynonyx jubatus,cheetah,Mammalia,USA,2a,2a,l,b,a,repro,breeders vs non-breeders,art,aggression,continuous,PCA: high loading aggression toward conspecifics and people,phenotypic,phenotypic,0,44,44,Mann-Whitney,,,0,mean SD,pos,1,0.0296,,,,,,,,,0.0148,,,,,,,,,Table 6,0,1,,"treatment (breeders) mean =0.01, SD =0.62, N=25,  control (non-breeders) mean=-0.02, SD= 1.37, N=19",behaviours defined in table 1
314,Snekser,2017,Cyprinodon bovinus,leon springs pupfish,Actinopterygii,USA,1a,1a,f,m,a,repro,number of spawnings ,nat,aggression,continuous,number of short chase (fish body length) toward sympatric fish species,among,phenotypic,0,13,13,spearman,,,1,direct,pos,1,0.587,,,,,,,0.035,,,,,,,,,,,results p 88,0,1,,,
314,Snekser,2017,Cyprinodon bovinus,leon springs pupfish,Actinopterygii,USA,1a,1a,f,m,a,repro,number of spawnings ,nat,aggression,continuous,number of chase toward territorial neighbors,among,phenotypic,0,13,13,spearman,,,1,direct,pos,1,0.51,,,,,,,0.075,,,,,,,,,,,results p 88,0,1,,,
315,Weiss,2013,Gorilla gorilla gorilla,western lowland gorilla,Mammalia,North America,E-158,E-158,l,b,a,survival,longevity,art,aggression,continuous,dominance rank,phenotypic,phenotypic,0,283,283,Cox proportional hazards model,,,0,Eq 10,neg,1,-0.0141,,,,,,,,,-0.028117774,-0.051,,,,,,,,table 2,0,1,,behaviours defined in table S1,
316,Silk,2010,Papio ursinus,chacma baboon,Mammalia,Botswana,E-156,E-156,f,f,a,survival,longevity,nat,aggression,continuous,dominance rank,phenotypic,phenotypic,0,44,44,Cox proportional hazards model,,,0,2x2 contingency,pos,1,0.8133,,,,,,,,,,,,,,,,0.19,,in text,0,1,,,
316,Silk,2010,Papio ursinus,chacma baboon,Mammalia,Botswana,E-156,E-156,f,f,a,survival,longevity,nat,social behaviour,continuous,combination of strength and consistency of social relationships,phenotypic,phenotypic,0,44,44,Cox proportional hazards model,,,0,2x2 contingency,pos,1,0.4425,,,,,,,,,,,,,,,,0.65,,in text,0,1,,,
317,Archie,2014,Papio cynocephalus,savannah baboon,Mammalia,Kenya,E-155,E-155,f,f,a,survival,number of days surviving from puberty,nat,social behaviour,continuous,relative frequency that individual was groomed and groomed other adult females; used average score for each individual across years of observation,among,phenotypic,0,117,117,pearson correlation,,,1,direct,pos,1,0.0501,,,,,,,,,,,,,,,,,,raw data,1,1,,,
317,Archie,2014,Papio cynocephalus,savannah baboon,Mammalia,Kenya,E-155,E-155,f,f,a,survival,number of days surviving from puberty,nat,social behaviour,continuous,relative frequency that individual was groomed and groomed adult males; used average score for each individual across years of observation,among,phenotypic,0,117,117,pearson correlation,,,1,direct,pos,1,0.1777,,,,,,,,,,,,,,,,,,raw data,1,1,,repeatability less than 3: still want to use average behaviour for each individual?,
317,Archie,2014,Papio cynocephalus,savannah baboon,Mammalia,Kenya,E-155,E-155,f,f,a,survival,number of days surviving from puberty,nat,aggression,continuous,average yearly dominance rank averaged over all years of observation,among,phenotypic,0,110,110,pearson correlation,,,1,direct,pos,1,0.0022,,,,,,,,,,,,,,,,,,raw data,1,1,,,
318,Thompson,2018,Cercopithecus mitis stuhlmanni,blue monkey,Mammalia,Kenya,E-157,E-157,f,f,a,survival,longevity,nat,aggression,continuous,dominance rank,phenotypic,phenotypic,0,83,83,Cox proportional hazards model,,,0,2x2 contingency,pos,1,0.136,,,,,,,,,,,,,,,,1.06,,table 1,0,1,,,
319,Lapiedra,2018,Anolis sagrei,anole,Reptilia,Bahamas,E-172,E-172,f,f,a,survival,survival (yes/no) 4 months following translocation on predator free island,nat,boldness,continuous,latency to emerge from a shelter in the presence of a predator,phenotypic,phenotypic,0,63,63,point-biserial correlation,,,1,direct,pos,-1,0.2504,,,,,,,,,,,,,,,,,,raw data,1,1,predator free,repeatability subset of females and males combined,
319,Lapiedra,2018,Anolis sagrei,anole,Reptilia,Bahamas,E-172,E-172,f,f,a,survival,survival (yes/no) 4 months following translocation on predator free island,nat,boldness,continuous,time spent exposed in presence of a predator,phenotypic,phenotypic,0,63,63,point-biserial correlation,,,1,direct,pos,1,0.0178,,,,,,,,,,,,,,,,,,raw data,1,1,predator free,repeatability subset of females and males combined,
319,Lapiedra,2018,Anolis sagrei,anole,Reptilia,Bahamas,E-173,E-173,f,f,a,survival,survival (yes/no) 4 months following translocation onto island with predator,nat,boldness,continuous,latency to emerge from a shelter in the presence of a predator,phenotypic,phenotypic,0,79,79,point-biserial correlation,,,1,direct,neg,-1,-0.0802,,,,,,,,,,,,,,,,,,raw data,1,1,with predators,repeatability subset of females and males combined,
319,Lapiedra,2018,Anolis sagrei,anole,Reptilia,Bahamas,E-173,E-173,f,f,a,survival,survival (yes/no) 4 months following translocation onto island with predator,nat,boldness,continuous,time spent exposed in presence of a predator,phenotypic,phenotypic,0,79,79,point-biserial correlation,,,1,direct,neg,1,-0.3005,,,,,,,,,,,,,,,,,,raw data,1,1,with predators,repeatability subset of females and males combined,
319,Lapiedra,2018,Anolis sagrei,anole,Reptilia,Bahamas,E-172,E-174,f,m,a,survival,survival (yes/no) 4 months following translocation on predator free island,nat,boldness,continuous,latency to emerge from a shelter in the presence of a predator,phenotypic,phenotypic,0,71,71,point-biserial correlation,,,1,direct,pos,-1,0.1636,,,,,,,,,,,,,,,,,,raw data,1,1,predator free,repeatability subset of females and males combined,
319,Lapiedra,2018,Anolis sagrei,anole,Reptilia,Bahamas,E-172,E-174,f,m,a,survival,survival (yes/no) 4 months following translocation on predator free island,nat,boldness,continuous,time spent exposed in presence of a predator,phenotypic,phenotypic,0,71,71,point-biserial correlation,,,1,direct,pos,1,0.0197,,,,,,,,,,,,,,,,,,raw data,1,1,predator free,repeatability subset of females and males combined,
319,Lapiedra,2018,Anolis sagrei,anole,Reptilia,Bahamas,E-173,E-175,f,m,a,survival,survival (yes/no) 4 months following translocation onto island with predator,nat,boldness,continuous,latency to emerge from a shelter in the presence of a predator,phenotypic,phenotypic,0,60,60,point-biserial correlation,,,1,direct,pos,-1,0.2394,,,,,,,,,,,,,,,,,,raw data,1,1,with predators,repeatability subset of females and males combined,
319,Lapiedra,2018,Anolis sagrei,anole,Reptilia,Bahamas,E-173,E-175,f,m,a,survival,survival (yes/no) 4 months following translocation onto island with predator,nat,boldness,continuous,time spent exposed in presence of a predator,phenotypic,phenotypic,0,60,60,point-biserial correlation,,,1,direct,neg,1,-0.2489,,,,,,,,,,,,,,,,,,raw data,1,1,with predators,repeatability subset of females and males combined,
319,Lapiedra,2018,Anolis sagrei,anole,Reptilia,Bahamas,E-172,E-193,f,b,a,survival,survival (yes/no) 4 months following translocation on predator free island,nat,boldness,continuous,latency to emerge from a shelter in the presence of a predator,among,phenotypic,0,134,134,MCMCglmm,,,1,moiron,pos,-1,,0.406,,,,,,,,,,,,-0.153,,,,,moiron et al,1,1,predator free,,
319,Lapiedra,2018,Anolis sagrei,anole,Reptilia,Bahamas,E-172,E-193,f,b,a,survival,survival (yes/no) 4 months following translocation on predator free island,nat,boldness,continuous,time spent exposed in presence of a predator,among,phenotypic,0,134,134,MCMCglmm,,,1,moiron,pos,1,,0.079,,,,,,,,,,,,-0.19,,,,,moiron et al,1,1,predator free,,
319,Lapiedra,2018,Anolis sagrei,anole,Reptilia,Bahamas,E-173,E-194,f,b,a,survival,survival (yes/no) 4 months following translocation onto island with predator,nat,boldness,continuous,latency to emerge from a shelter in the presence of a predator,among,phenotypic,0,139,139,MCMCglmm,,,1,moiron,pos,-1,,0.139,,,,,,,,,,,,-0.171,,,,,moiron et al,1,1,with predators,,
319,Lapiedra,2018,Anolis sagrei,anole,Reptilia,Bahamas,E-173,E-194,f,b,a,survival,survival (yes/no) 4 months following translocation onto island with predator,nat,boldness,continuous,time spent exposed in presence of a predator,among,phenotypic,0,139,139,MCMCglmm,,,1,moiron,neg,1,,-0.486,,,,,,,,,,,,-0.209,,,,,moiron et al,1,1,with predators,,
320,Keiser,2018,Chlorostoma funebralis,black turban snail,Gastropoda,USA,E-176,E-176,w,u,u,survival,survival (yes/no) when exposed to a sea star predator in an open habitat,art,activity,continuous,distance travelled in aquarium,phenotypic,phenotypic,1,90,90,mean,,,0,mean SD,neg,1,-0.2521,,,,,,,,,,,,,,,,,,fig 3,0,1,open habitat,,
320,Keiser,2018,Chlorostoma funebralis,black turban snail,Gastropoda,USA,E-177,E-177,w,u,u,survival,survival (yes/no) when exposed to a sea star predator in a complex habitat,art,activity,continuous,distance travelled in aquarium,phenotypic,phenotypic,2,90,90,mean,,,0,mean SD,pos,1,0.0271,,,,,,,,,,,,,,,,,,fig 3,0,1,complex habitat,,
320,Keiser,2018,Acheta domesticus,domestic cricket,Insecta,USA,E-178,E-178,l,u,u,survival,survival (yes/no) when exposed to a wolf spider predator in an open habitat,art,exploration,continuous,number of lines crossed in novel environment,phenotypic,phenotypic,3,105,105,mean,,,0,mean SD,pos,1,0.1184,,,,,,,,,,,,,,,,,,fig 3,0,1,open habitat; wolf spider predator,,
320,Keiser,2018,Acheta domesticus,domestic cricket,Insecta,USA,E-179,E-179,l,u,u,survival,survival (yes/no) when exposed to a wolf spider predator in a complex habitat,art,exploration,continuous,number of lines crossed in novel environment,phenotypic,phenotypic,4,105,105,mean,,,0,mean SD,neg,1,-0.0058,,,,,,,,,,,,,,,,,,fig 3,0,1,complex habitat: wolf spider predator,,
320,Keiser,2018,Acheta domesticus,domestic cricket,Insecta,USA,E-180,E-180,l,u,u,survival,survival (yes/no) when exposed to a jumping spider predator in an open habitat,art,exploration,continuous,number of lines crossed in novel environment,phenotypic,phenotypic,5,80,80,mean,,,0,mean SD,pos,1,0.3118,,,,,,,,,,,,,,,,,,fig 3,0,1,open habitat; jumping spider predator,,
320,Keiser,2018,Acheta domesticus,domestic cricket,Insecta,USA,E-181,E-181,l,u,u,survival,survival (yes/no) when exposed to a jumping spider predator in a complex habitat,art,exploration,continuous,number of lines crossed in novel environment,phenotypic,phenotypic,6,80,80,mean,,,0,mean SD,neg,1,-0.0107,,,,,,,,,,,,,,,,,,fig 3,0,1,complex habitat; jumping spider predator,,
320,Keiser,2018,Chlorostoma funebralis,black turban snail,Gastropoda,USA,E-176,E-176,w,u,u,survival,survival (yes/no) when exposed to a sea star predator in an open habitat,art,activity,continuous,distance travelled in aquarium,among,phenotypic,1,90,90,MCMCglmm,,,1,moiron,pos,1,,0.485,,,,,,,,,,,,-0.171,,,,,moiron et al,0,1,open habitat,,
320,Keiser,2018,Chlorostoma funebralis,black turban snail,Gastropoda,USA,E-177,E-177,w,u,u,survival,survival (yes/no) when exposed to a sea star predator in a complex habitat,art,activity,continuous,distance travelled in aquarium,among,phenotypic,2,90,90,MCMCglmm,,,1,moiron,neg,1,,-0.03,,,,,,,,,,,,-0.189,,,,,moiron et al,0,1,complex habitat,,
320,Keiser,2018,Acheta domesticus,domestic cricket,Insecta,USA,E-178,E-178,l,u,u,survival,survival (yes/no) when exposed to a wolf spider predator in an open habitat,art,exploration,continuous,number of lines crossed in novel environment,among,phenotypic,3,105,105,MCMCglmm,,,1,moiron,neg,1,,-0.161,,,,,,,,,,,,-0.146,,,,,moiron et al,0,1,open habitat; wolf spider predator,,
320,Keiser,2018,Acheta domesticus,domestic cricket,Insecta,USA,E-179,E-179,l,u,u,survival,survival (yes/no) when exposed to a wolf spider predator in a complex habitat,art,exploration,continuous,number of lines crossed in novel environment,among,phenotypic,4,105,105,MCMCglmm,,,1,moiron,neg,1,,-0.04,,,,,,,,,,,,-0.154,,,,,moiron et al,0,1,complex habitat: wolf spider predator,,
320,Keiser,2018,Acheta domesticus,domestic cricket,Insecta,USA,E-180,E-180,l,u,u,survival,survival (yes/no) when exposed to a jumping spider predator in an open habitat,art,exploration,continuous,number of lines crossed in novel environment,among,phenotypic,5,80,80,MCMCglmm,,,1,moiron,neg,1,,-0.497,,,,,,,,,,,,-0.156,,,,,moiron et al,0,1,open habitat; jumping spider predator,,
320,Keiser,2018,Acheta domesticus,domestic cricket,Insecta,USA,E-181,E-181,l,u,u,survival,survival (yes/no) when exposed to a jumping spider predator in a complex habitat,art,exploration,continuous,number of lines crossed in novel environment,among,phenotypic,6,80,80,MCMCglmm,,,1,moiron,neg,1,,-0.05,,,,,,,,,,,,-0.171,,,,,moiron et al,0,1,complex habitat; jumping spider predator,,
321,Santostefano,2017,Gryllus bimaculatus,mediterranean field cricket,Insecta,Italy,E-182,E-182,l,m,a,survival,lifespan,art,exploration,continuous,total distance moved in a novel environment,phenotypic,phenotypic,1,455,455,mixed-effect animal model,,,1,direct,neg,1,-0.07,,,,,,,,,,,,,,,,,,table S5,1,1,,,
321,Santostefano,2017,Gryllus bimaculatus,mediterranean field cricket,Insecta,Italy,E-182,E-182,l,m,a,survival,lifespan,art,aggression,continuous,total time individual spent moving toward its opponent,phenotypic,phenotypic,2,455,455,mixed-effect animal model,,,1,direct,neg,1,-0.1,,,,,,,,,,,,,,,,,,table S5,1,1,,,
321,Santostefano,2017,Gryllus bimaculatus,mediterranean field cricket,Insecta,Italy,E-182,E-182,l,m,a,survival,lifespan,art,exploration,continuous,total distance moved in a novel environment,among,phenotypic,1,455,455,mixed-effect animal model,,,1,direct,neg,1,-0.2,,,,,,,,,,,,,,,,,,table S5,1,1,,,
321,Santostefano,2017,Gryllus bimaculatus,mediterranean field cricket,Insecta,Italy,E-182,E-182,l,m,a,survival,lifespan,art,aggression,continuous,total time individual spent moving toward its opponent,among,phenotypic,2,455,455,mixed-effect animal model,,,1,direct,pos,1,0.03,,,,,,,,,,,,,,,,,,table S5,1,1,,,
321,Santostefano,2017,Gryllus bimaculatus,mediterranean field cricket,Insecta,Italy,E-182,E-182,l,m,a,survival,lifespan,art,exploration,continuous,total distance moved in a novel environment,among,phenotypic,1,455,455,mixed-effect animal model,,,1,direct,neg,1,-0.21,,,,,,,,,,,,,,,,,,table S5,1,1,,level=genetic changed to among,
321,Santostefano,2017,Gryllus bimaculatus,mediterranean field cricket,Insecta,Italy,E-182,E-182,l,m,a,survival,lifespan,art,aggression,continuous,total time individual spent moving toward its opponent,among,phenotypic,2,455,455,mixed-effect animal model,,,1,direct,pos,1,0.22,,,,,,,,,,,,,,,,,,table S5,1,1,,level=genetic changed to among,
323,Marshall,2016,Mungos mungi,banded mongoose,Mammalia,Uganda,E-183,E-183,f,m,a,repro,number of pups sired,nat,boldness,continuous,proportion of visits male was observed mate-guarding,phenotypic,phenotypic,0,78,78,GLMM,,,0,d to r,pos,1,0.155540933,,,,,,,,,0.31491455,1.78,,,0.64,5.652326954,,,,in text,1,1,,,
323,Marshall,2016,Mungos mungi,banded mongoose,Mammalia,Uganda,E-183,E-183,f,m,a,survival,survival to end of year observations were conducted,nat,parental care,continuous,basysitting frequency (number of times individual observed babysitting a litter),among,phenotypic,4,64,431,MCMCglmm,,,1,direct,neg,1,-0.4,,,,,,,,,,,-0.82,0.15,,,,,,raw data,1,1,,,
323,Marshall,2016,Mungos mungi,banded mongoose,Mammalia,Uganda,E-183,E-183,f,m,a,survival,survival to end of year observations were conducted,nat,boldness,continuous,mate guarding frequency,among,phenotypic,6,58,321,MCMCglmm,,,1,direct,neg,1,-0.49,,,,,,,,,,,-0.74,-0.16,,,,,,,1,1,,,
323,Marshall,2016,Mungos mungi,banded mongoose,Mammalia,Uganda,E-183,E-183,f,m,a,survival,survival to end of year observations were conducted,nat,parental care,continuous,basysitting frequency (number of times individual observed babysitting a litter),phenotypic,phenotypic,4,64,431,binomial glmm,,,0,marginal R2,neg,1,-0.00363318,,,,,,,,1.32E-05,-0.060756444,-0.1102,,,0.4396,,,,,raw data,1,1,,,
323,Marshall,2016,Mungos mungi,banded mongoose,Mammalia,Uganda,E-183,E-183,f,m,a,survival,survival to end of year observations were conducted,nat,boldness,continuous,mate guarding frequency,phenotypic,phenotypic,6,58,321,binomial glmm,,,0,marginal R2,neg,1,-0.003754997,,,,,,,,1.41E-05,-0.091300065,-0.1656,,,0.8148,,,,,raw data,1,1,,,
323,Marshall,2016,Mungos mungi,banded mongoose,Mammalia,Uganda,E-184,E-184,f,f,a,survival,survival to end of year observations were conducted,nat,parental care,continuous,basysitting frequency (number of times individual observed babysitting a litter),phenotypic,phenotypic,2,35,237,binomial glmm,,,0,marginal R2,pos,1,0.004582576,,,,,,,,2.10E-05,0.115613669,0.2097,,,0.9471,,,,,raw data,1,1,,,
323,Marshall,2016,Mungos mungi,banded mongoose,Mammalia,Uganda,E-184,E-184,f,f,a,survival,survival to end of year observations were conducted,nat,parental care,continuous,basysitting frequency (number of times individual observed babysitting a litter),among,phenotypic,2,35,237,MCMCglmm,,,1,direct,pos,1,0.48,,,,,,,,,,,-0.14,0.91,,,,,,,1,1,,,
324,Kain,2016,Physa acuta,freshwater snail,Gastropoda,USA,E-185,E-185,l,b,u,survival,survival (minutes) following 48h exposure to a predator,art,boldness,continuous,height emerged from water in presence of a predator after exposure to stochastic predator cue,phenotypic,phenotypic,1,15,225,poisson glmm,,,0,marginal R2,neg,-1,-2.21E-05,,,,,,,,4.86E-10,,0.00002711,,,,,,,,raw data,1,1,stochastic treatment,,
324,Kain,2016,Physa acuta,freshwater snail,Gastropoda,USA,E-186,E-186,l,b,u,survival,survival (minutes) following 48h exposure to a predator,art,boldness,continuous,height emerged from water in presence of a predator after exposure to constant predator cue,phenotypic,phenotypic,2,15,225,poisson glmm,,,0,marginal R2,neg,-1,-7.70E-06,,,,,,,,5.92E-11,,0.00001134,,,,,,,,raw data,1,1,constant treatment,,
324,Kain,2016,Physa acuta,freshwater snail,Gastropoda,USA,E-199,E-199,l,b,u,survival,survival (minutes) following 48h exposure to a predator,art,boldness,continuous,height emerged from water in presence of a predator with no prior exposure to predator cue,phenotypic,phenotypic,3,15,225,poisson glmm,,,0,marginal R2,neg,-1,-1.03E-05,,,,,,,,1.07E-10,,0.00001419,,,,,,,,raw data,1,1,control treatment,,
324,Kain,2016,Physa acuta,freshwater snail,Gastropoda,USA,E-200,E-200,l,b,u,survival,survival (minutes) following 48h exposure to a predator,art,boldness,continuous,height emerged from water in presence of a predator following exposure to high levels of predator cue,phenotypic,phenotypic,0,15,225,poisson glmm,,,0,marginal R2,neg,-1,-4.50E-05,,,,,,,,2.03E-09,,0.00004131,,,,,,,,raw data,1,1,high treatment,,
324,Kain,2016,Physa acuta,freshwater snail,Gastropoda,USA,E-185,E-185,l,b,u,survival,survival following 48h exposure to a predator,art,boldness,continuous,height emerged from water in presence of a predator,among,phenotypic,1,15,225,MCMCglmm,,,1,moiron,neg,-1,,-1.038,,,,,,,,,,,,-0.129,,,,,moiron et al,1,1,stochastic treatment,stochastic predator cue; sign kept as in paper to reflect anitpredator behaviour instead of boldness,
324,Kain,2016,Physa acuta,freshwater snail,Gastropoda,USA,E-186,E-186,l,b,u,survival,survival following 48h exposure to a predator,art,boldness,continuous,height emerged from water in presence of a predator,among,phenotypic,2,15,225,MCMCglmm,,,1,moiron,neg,-1,,-1.253,,,,,,,,,,,,-0.106,,,,,moiron et al,1,1,constant treatment,constant predator cue; sign kept as in paper to reflect anitpredator behaviour instead of boldness,
324,Kain,2016,Physa acuta,freshwater snail,Gastropoda,USA,E-199,E-199,l,b,u,survival,survival (minutes) following 48h exposure to a predator,art,boldness,continuous,height emerged from water in presence of a predator with no prior exposure to predator cue,among,phenotypic,3,15,225,MCMCglmm,,,1,moiron,neg,1,,-0.899,,,,,,,,,,,,-0.148,,,,,moiron et al,1,1,control treatment,control group; sign kept as in paper to reflect anitpredator behaviour instead of boldness,
325,Morales,2013,Sitophilus zeamais,maize weevil,Insecta,Brazil,E-195,E-195,l,f,a,survival,number of days surviving when exposed to pesticide,art,activity,continuous,distance flown on a flight mill,phenotypic,phenotypic,1,293,293,poisson glm,,,0,d to r,pos,1,0.4645,,,,,,,,,1.049116319,0.33761,,,0.0188,0.321804164,,,,raw data,1,1,,,
325,Morales,2013,Sitophilus zeamais,maize weevil,Insecta,Brazil,E-195,E-195,l,f,a,survival,number of days surviving when exposed to pesticide,art,exploration,continuous,distance walked in a novel environment,phenotypic,phenotypic,2,293,293,poisson glm,,,0,d to r,pos,1,0.3,,,,,,,,,0.629067005,0.0021665,,,0.0002012,0.003443989,,,,raw data,1,1,,,
325,Morales,2013,Sitophilus zeamais,maize weevil,Insecta,Brazil,E-195,E-195,l,f,a,survival,number of days surviving when exposed to pesticide,art,exploration,continuous,rest time in a novel environment,phenotypic,phenotypic,3,293,293,poisson glm,,,0,d to r,neg,-1,-0.1336,,,,,,,,,0.269589721,0.0015579,,,0.0003376,0.005778781,,,,raw data,1,1,,,
325,Morales,2013,Sitophilus zeamais,maize weevil,Insecta,Brazil,E-195,E-195,l,f,a,survival,number of days surviving when exposed to pesticide,art,exploration,continuous,walk velocity in a novel environment,phenotypic,phenotypic,4,293,293,poisson glm,,,0,d to r,pos,1,0.3408,,,,,,,,,0.724921117,1.9221,,,0.1549,2.651460905,,,,raw data,1,1,,,
325,Morales,2013,Sitophilus zeamais,maize weevil,Insecta,Brazil,E-195,E-195,l,f,a,survival,number of days surviving when exposed to pesticide,art,stress,continuous,free fall; distance from center of arena after being dropped,phenotypic,phenotypic,5,293,293,poisson glm,,,0,d to r,pos,1,0.0369,,,,,,,,,-0.073880075,-0.004497,,,0.003556,0.060868915,,,,raw data,1,1,,,
325,Morales,2013,Sitophilus zeamais,maize weevil,Insecta,Brazil,E-195,E-195,l,f,a,survival,number of days surviving when exposed to pesticide,art,boldness,continuous,death feigning; time taken for individual to re-start movement after disturbance,phenotypic,phenotypic,6,293,293,poisson glm,,,0,d to r,pos,-1,0.2142,,,,,,,,,-0.438523157,-0.0039273,,,0.0005232,0.008955741,,,,raw data,1,1,,,
325,Morales,2013,Sitophilus zeamais,maize weevil,Insecta,Brazil,E-195,E-195,l,f,a,survival,number of days surviving when exposed to pesticide,art,stress,continuous,body righting; time taken to regain ventral position in an arena,phenotypic,phenotypic,7,293,293,poisson glm,,,0,d to r,neg,1,-0.1984,,,,,,,,,-0.404778297,-0.038087,,,0.005497,0.094093483,,,,raw data,1,1,,,
325,Morales,2013,Sitophilus zeamais,maize weevil,Insecta,Brazil,E-195,E-195,l,f,a,survival,number of days surviving when exposed to pesticide,art,social behaviour,continuous,intraspecific interaction; time taken to reach kernel infested with heterospecific weevil,phenotypic,phenotypic,8,293,293,poisson glm,,,0,d to r,neg,-1,-0.0806,,,,,,,,,0.161729747,0.008139,,,0.00294,0.050324694,,,,raw data,1,1,,,
325,Morales,2013,Sitophilus zeamais,maize weevil,Insecta,Brazil,E-195,E-195,l,f,a,survival,number of days surviving when exposed to pesticide,art,social behaviour,continuous,interspecific interaction; time taken to reach kernel infested with conspecific weevil,phenotypic,phenotypic,9,293,293,poisson glm,,,0,d to r,pos,-1,0.24,,,,,,,,,-0.494536203,-0.029467,,,0.003481,0.059585122,,,,raw data,1,1,,,
325,Morales,2013,Sitophilus zeamais,maize weevil,Insecta,Brazil,E-195,E-195,l,f,a,survival,number of days surviving when exposed to pesticide,art,activity,continuous,number of wing beats in flight mill,phenotypic,phenotypic,10,293,293,poisson glm,,,0,d to r,pos,1,0.1394,,,,,,,,,0.281504687,0.006534,,,0.001356,0.023210981,,,,raw data,1,1,,,
